Ewe/V1,<I>/mA1,Ewe/V5,<I>/mA5,Ewe/V20,<I>/mA20
-0.499046892,0.108963329,-0.499008715,0.309859339,-0.498894095,0.530469793
-0.499027818,0.109244296,-0.498836815,0.311683094,-0.498913199,0.520858989
-0.499008715,0.10909071,-0.498741299,0.311418437,-0.498779505,0.535071605
-0.498855889,0.109165521,-0.498569399,0.309736495,-0.498454809,0.523756267
-0.498798609,0.109045505,-0.498550296,0.309278633,-0.498531193,0.529581649
-0.498626709,0.109285836,-0.498492986,0.310897147,-0.498301983,0.532694515
-0.498569399,0.108768506,-0.498340189,0.313086263,-0.498301983,0.523130652
-0.498473883,0.108712833,-0.498206496,0.313140508,-0.49828288,0.537560273
-0.498454809,0.109073299,-0.49811098,0.311285757,-0.498187393,0.528659562
-0.49816829,0.109210751,-0.498072773,0.312817302,-0.497977287,0.533980428
-0.498091877,0.108876793,-0.498034596,0.314139404,-0.497919977,0.536754786
-0.498130083,0.110407177,-0.497958183,0.3158285,-0.49782449,0.527252064
-0.497958183,0.110075224,-0.49770987,0.315605024,-0.497690767,0.541050322
-0.497843593,0.11020944,-0.497518867,0.313660347,-0.49748069,0.529814959
-0.497671694,0.110056199,-0.497442484,0.313281796,-0.497442484,0.535699505
-0.497576177,0.110079352,-0.497404277,0.314757159,-0.497461587,0.538943399
-0.497614384,0.110449784,-0.497366071,0.316781972,-0.497251481,0.529102216
-0.497423381,0.110953023,-0.497251481,0.316293245,-0.497213274,0.54301988
-0.49748069,0.110469758,-0.497060478,0.314601364,-0.497098684,0.531781846
-0.497327864,0.110542207,-0.497098684,0.314236854,-0.496812165,0.537896759
-0.497155964,0.110238633,-0.496964961,0.316143633,-0.496831268,0.541009907
-0.497060478,0.109960866,-0.496812165,0.317856751,-0.496735752,0.531572564
-0.496984065,0.110028919,-0.496831268,0.317620014,-0.496621162,0.545438896
-0.496773958,0.110305604,-0.496716678,0.315932687,-0.496487468,0.534234689
-0.496907681,0.110246596,-0.496602058,0.315576354,-0.496391952,0.540571551
-0.496735752,0.110301058,-0.496430159,0.317682124,-0.496391952,0.543627196
-0.496582955,0.110455362,-0.496391952,0.319585977,-0.496181846,0.533963983
-0.496411055,0.11075936,-0.496258259,0.319070367,-0.495990843,0.547923154
-0.496372849,0.110660036,-0.496067256,0.317395518,-0.495990843,0.536710082
-0.496258259,0.110664371,-0.495990843,0.31680412,-0.495971739,0.542688951
-0.496067256,0.111035409,-0.495838046,0.318618208,-0.495780736,0.545671683
-0.496067256,0.110943068,-0.495818943,0.320636477,-0.495799839,0.536310838
-0.496009946,0.111138549,-0.49562794,0.320345675,-0.495589733,0.549953708
-0.495780736,0.111365726,-0.49562794,0.318386671,-0.49545604,0.538784496
-0.495666146,0.111302253,-0.495589733,0.31798961,-0.495475143,0.544943745
-0.49562794,0.111309116,-0.49545604,0.320027896,-0.495322347,0.548136591
-0.49551335,0.111357701,-0.49539873,0.321746262,-0.49516955,0.53816776
-0.495436937,0.111452489,-0.495245934,0.321290663,-0.495016724,0.552507895
-0.495417833,0.111726047,-0.49511224,0.319848981,-0.495150447,0.54106186
-0.495207727,0.111683121,-0.495188624,0.319407402,-0.494940341,0.547203059
-0.495093137,0.111807827,-0.494978547,0.32144197,-0.494863927,0.553000455
-0.494921237,0.112137382,-0.494844824,0.325268336,-0.494787544,0.542527091
-0.494959444,0.112219956,-0.494634718,0.324456064,-0.494672924,0.556416019
-0.495016724,0.113788263,-0.494558334,0.322509353,-0.494787544,0.544801297
-0.494711131,0.113489099,-0.494577438,0.322042817,-0.494348228,0.55101348
-0.494672924,0.112970489,-0.494520128,0.323597036,-0.494329125,0.553959725
-0.494443715,0.113104763,-0.494290918,0.325692469,-0.494252712,0.544403542
-0.494481921,0.112821545,-0.494119018,0.32533667,-0.494042605,0.558494272
-0.494367331,0.112376834,-0.494157225,0.323566772,-0.494023532,0.546851741
-0.494348228,0.112467624,-0.494138122,0.323002494,-0.493908912,0.553045861
-0.494157225,0.112390473,-0.494080812,0.324925457,-0.493851602,0.556048049
-0.493947119,0.112405125,-0.493870705,0.326784164,-0.493870705,0.546847748
-0.493966222,0.112559466,-0.493794322,0.326345174,-0.493717909,0.560309129
-0.493737012,0.112791016,-0.493565112,0.324367397,-0.493565112,0.549062258
-0.493660599,0.112756983,-0.493546009,0.324281787,-0.493584216,0.555226387
-0.493679702,0.11275007,-0.493450493,0.326153791,-0.493374109,0.558466669
-0.493507802,0.112872907,-0.493183106,0.328053575,-0.493355006,0.548827757
-0.493546009,0.112768319,-0.493278593,0.32755859,-0.493202209,0.562807197
-0.493297696,0.112502463,-0.493164003,0.32572452,-0.493049413,0.551293864
-0.493240416,0.112578003,-0.49308759,0.325508183,-0.492934793,0.55780298
-0.493068486,0.11272069,-0.49308759,0.327556442,-0.492896587,0.560481975
-0.49303031,0.112704146,-0.492953897,0.329012115,-0.492820203,0.551049405
-0.493049413,0.113349771,-0.492705584,0.328767512,-0.492667407,0.56504638
-0.492877483,0.113425918,-0.49257189,0.326934141,-0.492610097,0.553531051
-0.4928011,0.113442562,-0.492648304,0.326737778,-0.492342681,0.559622765
-0.492610097,0.113546346,-0.492552787,0.328379413,-0.4924573,0.562679641
-0.49257189,0.113415444,-0.4924573,0.33048362,-0.492228091,0.553143745
-0.49257189,0.113258355,-0.492170781,0.330018422,-0.492056191,0.567265917
-0.492552787,0.113542292,-0.492228091,0.328147363,-0.492075294,0.55565093
-0.492361784,0.113372056,-0.492075294,0.327902184,-0.491903394,0.561723594
-0.492132574,0.113216372,-0.491998881,0.329791491,-0.491922468,0.564997682
-0.492075294,0.113490028,-0.491979778,0.331558928,-0.491712391,0.555265379
-0.492037088,0.114327626,-0.491712391,0.330997301,-0.491655082,0.57194031
-0.491941571,0.114409806,-0.491769671,0.331657609,-0.491521358,0.559890808
-0.491884291,0.114098543,-0.491578668,0.330855886,-0.491521358,0.565629827
-0.491655082,0.115800919,-0.491483182,0.332535223,-0.491215765,0.568907969
-0.491502285,0.115226317,-0.491349459,0.334370684,-0.491177559,0.558957043
-0.491635978,0.115022605,-0.491234869,0.333586212,-0.491158456,0.572998594
-0.491559565,0.115001639,-0.491101176,0.331828914,-0.491082072,0.561456067
-0.491177559,0.114953111,-0.490986556,0.331721411,-0.490948349,0.56777977
-0.491177559,0.115009345,-0.491024762,0.33357232,-0.490795553,0.570516455
-0.491082072,0.115207668,-0.490680963,0.335142454,-0.490795553,0.560786253
-0.490929276,0.115112785,-0.490738273,0.334516971,-0.490623653,0.57500898
-0.490986556,0.114818886,-0.490623653,0.33286376,-0.490700066,0.563369741
-0.490642756,0.114879819,-0.49066186,0.332811655,-0.490413547,0.569461331
-0.49066186,0.114905244,-0.490509063,0.334718158,-0.490356266,0.572636478
-0.49048996,0.114970954,-0.49026075,0.336656521,-0.490298957,0.563009996
-0.490337163,0.114854554,-0.490222543,0.335901183,-0.490127057,0.576898217
-0.490528166,0.114979635,-0.490184337,0.334304476,-0.490127057,0.565624545
-0.49026075,0.114898918,-0.490241647,0.334352683,-0.489840537,0.571958593
-0.49037534,0.115103704,-0.489955157,0.336303944,-0.489802331,0.575015465
-0.49020344,0.115458156,-0.489783257,0.337935473,-0.489725947,0.565253428
-0.48997426,0.115618687,-0.489764154,0.337141948,-0.489687741,0.579023711
-0.48991695,0.115561481,-0.489534944,0.33512776,-0.489611328,0.567764101
-0.489783257,0.115641555,-0.489725947,0.335261726,-0.489420325,0.573940734
-0.489611328,0.115576013,-0.489363045,0.337312996,-0.489305735,0.577127806
-0.489515841,0.115683739,-0.489401251,0.339072491,-0.489324838,0.567316432
-0.489439428,0.115547386,-0.489286631,0.338317336,-0.489133835,0.580974
-0.489496738,0.115687805,-0.489152938,0.336651315,-0.489076525,0.569911592
-0.489248425,0.115504915,-0.489152938,0.336787564,-0.488828212,0.576027857
-0.489191145,0.115837294,-0.489000142,0.338661449,-0.488904625,0.578916958
-0.489076525,0.115999816,-0.488885522,0.340162602,-0.488828212,0.569370459
-0.488961935,0.116122049,-0.488732725,0.33970524,-0.488637209,0.583265842
-0.488713622,0.116588045,-0.488675416,0.337806524,-0.488522619,0.571936595
-0.488713622,0.116436127,-0.488637209,0.337714859,-0.488312513,0.58078552
-0.488732725,0.116141016,-0.488427132,0.341741639,-0.488255203,0.58314477
-0.488599032,0.11624154,-0.488197923,0.342903671,-0.488331616,0.573118493
-0.488656312,0.117880023,-0.488217026,0.341991615,-0.488140613,0.587245483
-0.488350719,0.117327475,-0.488197923,0.340197736,-0.48794961,0.575641391
-0.488236129,0.117364467,-0.48800692,0.340108682,-0.487796813,0.581525808
-0.488026023,0.117395445,-0.487987816,0.342036508,-0.487854123,0.584785988
-0.488045126,0.117254563,-0.487796813,0.343549282,-0.48777771,0.574903497
-0.487968713,0.117109421,-0.487644017,0.342926387,-0.487644017,0.588879281
-0.487930506,0.116996027,-0.48766312,0.341005906,-0.4877204,0.577419102
-0.4877204,0.117130995,-0.487510294,0.341097704,-0.487300187,0.583597833
-0.487624913,0.116958891,-0.487338394,0.343136501,-0.487223804,0.586685736
-0.487529397,0.11719799,-0.487204701,0.344645962,-0.487262011,0.576967224
-0.487453014,0.117235439,-0.487185597,0.343962444,-0.487147391,0.590702876
-0.487453014,0.117272426,-0.487071007,0.342085433,-0.487071007,0.579421271
-0.487376601,0.117012059,-0.487090081,0.342366654,-0.486956388,0.585538151
-0.487185597,0.117031864,-0.486841798,0.344382914,-0.486880004,0.590380205
-0.486994594,0.117105219,-0.486803591,0.347297231,-0.486765385,0.580349453
-0.486918181,0.117196741,-0.486803591,0.346133766,-0.486593485,0.594140415
-0.486937284,0.118194675,-0.486746281,0.344335364,-0.486574382,0.582394838
-0.486727178,0.1179577,-0.486574382,0.34429228,-0.486287892,0.588528325
-0.486612588,0.117977447,-0.486536175,0.346274536,-0.486345172,0.591641674
-0.486631691,0.117932629,-0.486383379,0.347988834,-0.486326069,0.581834674
-0.486383379,0.118067115,-0.486287892,0.347186385,-0.486326069,0.595921056
-0.486306995,0.118218765,-0.486077785,0.345170023,-0.486154169,0.58439602
-0.486268789,0.118038892,-0.486077785,0.345292222,-0.486058682,0.590518539
-0.486268789,0.118125118,-0.486039579,0.347500643,-0.485733986,0.593545028
-0.486230582,0.118086739,-0.485753059,0.348940371,-0.48558116,0.583713772
-0.485982269,0.118156721,-0.485638469,0.348038804,-0.485676676,0.597785416
-0.485982269,0.118220364,-0.485733986,0.346111696,-0.485600263,0.586216586
-0.485714883,0.118272314,-0.485542983,0.346417982,-0.485390157,0.592512319
-0.485657573,0.118371495,-0.485504776,0.348616982,-0.48529467,0.595588444
-0.485638469,0.118319656,-0.485275567,0.350219975,-0.485256463,0.588431338
-0.485428363,0.118186262,-0.485275567,0.351472648,-0.485103667,0.601705325
-0.485504776,0.118129052,-0.485046357,0.349046067,-0.484931767,0.589936372
-0.485275567,0.119794767,-0.48512277,0.348920685,-0.484874457,0.596013679
-0.48506546,0.119469476,-0.484931767,0.351043626,-0.484798044,0.598753947
-0.485103667,0.11930044,-0.484778941,0.352314577,-0.484683454,0.589321865
-0.48512277,0.119238252,-0.484721661,0.351578599,-0.484568864,0.603043932
-0.484798044,0.119456194,-0.484702557,0.349649785,-0.484492451,0.591797693
-0.484683454,0.119326209,-0.484492451,0.350024332,-0.484225035,0.597569721
-0.484549761,0.11939689,-0.484377861,0.351997994,-0.484377861,0.600740023
-0.484568864,0.119404335,-0.484339654,0.35344919,-0.484320551,0.591145109
-0.484454244,0.11918048,-0.484110445,0.352585892,-0.484148651,0.605079352
-0.484301448,0.119375056,-0.484186858,0.350529414,-0.484014928,0.593378545
-0.484148651,0.11949983,-0.484053135,0.350850266,-0.483823925,0.59963368
-0.484148651,0.119382344,-0.484034032,0.353127956,-0.483919442,0.602583294
-0.484053135,0.119303007,-0.483804852,0.354515449,-0.483785748,0.593060911
-0.483938545,0.119549908,-0.483843029,0.353526246,-0.483537436,0.607144485
-0.483919442,0.119697616,-0.483556539,0.352044262,-0.483422846,0.595632085
-0.483766645,0.119637171,-0.483594745,0.352256626,-0.483480126,0.60177737
-0.483671129,0.119777098,-0.483499229,0.354418655,-0.483384639,0.604712501
-0.483556539,0.119972441,-0.483441919,0.355710211,-0.483250916,0.594912397
-0.483422846,0.119862113,-0.483346432,0.354655399,-0.483155429,0.608967584
-0.483231843,0.119558127,-0.483250916,0.352875818,-0.483136326,0.597538463
-0.483231843,0.119649662,-0.483059913,0.353211414,-0.482907116,0.603693021
-0.483098119,0.119681265,-0.483002633,0.355414171,-0.482888013,0.606386196
-0.483098119,0.119812291,-0.482773423,0.35646335,-0.482677907,0.596992494
-0.482964426,0.119843295,-0.482773423,0.355590034,-0.482601523,0.61098408
-0.482945323,0.119687567,-0.48269701,0.353861409,-0.482563317,0.599314334
-0.48286891,0.120016916,-0.48258242,0.354308026,-0.482506007,0.605532708
-0.482735217,0.120336497,-0.482448727,0.356406459,-0.482295901,0.608590261
-0.482716113,0.119995706,-0.482620627,0.357780315,-0.482219517,0.598680861
-0.4824678,0.120130224,-0.482200414,0.356484071,-0.482143104,0.612702382
-0.4824678,0.120031974,-0.482162207,0.35500913,-0.481913894,0.603873556
-0.482143104,0.120155112,-0.482162207,0.357702772,-0.481875718,0.609322547
-0.482181311,0.120310621,-0.481952101,0.359263796,-0.481875718,0.612197392
-0.482028514,0.121970489,-0.481894791,0.360361056,-0.481780201,0.602271554
-0.482009411,0.121761373,-0.481741995,0.359305508,-0.481703788,0.616175845
-0.481818408,0.121579608,-0.481722891,0.357380996,-0.481550992,0.604692704
-0.481799304,0.121452499,-0.481436402,0.357834447,-0.481321782,0.610652447
-0.481531888,0.121290543,-0.481474608,0.359833396,-0.481302708,0.613831739
-0.481493711,0.121224234,-0.481436402,0.361110879,-0.481130779,0.603846497
-0.481436402,0.121358951,-0.481264502,0.359892078,-0.481111705,0.617842535
-0.481321782,0.121382066,-0.481264502,0.358553064,-0.481073499,0.606387808
-0.481436402,0.121103112,-0.481016189,0.358640895,-0.480863392,0.612426215
-0.481168985,0.121119988,-0.480977982,0.360933387,-0.480748773,0.615399525
-0.481073499,0.121258292,-0.480844289,0.361953239,-0.480806082,0.605885634
-0.480825186,0.121560715,-0.480672389,0.361115302,-0.480576873,0.61979086
-0.480844289,0.121733019,-0.480538666,0.359509055,-0.480710596,0.608326022
-0.480844289,0.121771791,-0.480538666,0.359704056,-0.480404973,0.614347829
-0.480672389,0.121767638,-0.48032859,0.362025178,-0.480404973,0.617164132
-0.480615079,0.121772485,-0.48032859,0.363273942,-0.480347663,0.60782932
-0.480500489,0.121845736,-0.480290383,0.362352684,-0.48015666,0.62155188
-0.480366766,0.121892989,-0.480252177,0.360589279,-0.480233073,0.610093827
-0.48032859,0.121746755,-0.48015666,0.360994397,-0.480118483,0.61619906
-0.48021397,0.121949441,-0.47992748,0.363030655,-0.479831964,0.619380071
-0.480118483,0.121971078,-0.48004207,0.364184673,-0.479774654,0.609420015
-0.479946584,0.12175244,-0.479908377,0.363137334,-0.479736477,0.623228256
-0.47992748,0.121793026,-0.479679167,0.361524297,-0.479679167,0.611852959
-0.479851067,0.121941296,-0.479488164,0.362013356,-0.479602754,0.618013141
-0.479640961,0.121949267,-0.479507267,0.364260353,-0.479507267,0.620923986
-0.479640961,0.122255931,-0.479392648,0.365446892,-0.479316264,0.611351839
-0.479411751,0.122280989,-0.479239851,0.364378673,-0.479106158,0.625258679
-0.479411751,0.121753373,-0.479201645,0.362752518,-0.479201645,0.613688001
-0.479411751,0.121910644,-0.479163468,0.362902405,-0.478991568,0.619774539
-0.479258955,0.121890202,-0.479067951,0.365059238,-0.478819638,0.625314238
-0.479048848,0.122041658,-0.478915155,0.36858033,-0.478800565,0.615146738
-0.479048848,0.121901288,-0.478762358,0.36696538,-0.478628635,0.628803246
-0.478896052,0.12359871,-0.478609562,0.365103085,-0.478552252,0.617302464
-0.478819638,0.123336838,-0.478628635,0.365577061,-0.478380352,0.623212093
-0.478724152,0.123323966,-0.478552252,0.36736054,-0.478323042,0.625980977
-0.478571355,0.123508042,-0.478342146,0.368517245,-0.478227526,0.61642414
-0.478437632,0.123233455,-0.478284836,0.367673991,-0.478132039,0.630379486
-0.478475839,0.123076322,-0.478246629,0.365905543,-0.478284836,0.618698603
-0.478303939,0.123183671,-0.478055626,0.366174024,-0.477921933,0.624917264
-0.478323042,0.123306078,-0.477979243,0.368470981,-0.477750033,0.627702594
-0.478093833,0.123270691,-0.477979243,0.369740083,-0.477750033,0.618338748
-0.478036523,0.123397101,-0.47778824,0.368593186,-0.47761634,0.631756379
-0.47790283,0.123536723,-0.47773093,0.366911562,-0.477463514,0.620436768
-0.47784552,0.12352593,-0.47755903,0.367392259,-0.477463514,0.626899349
-0.47767362,0.123292157,-0.477406234,0.369360083,-0.477463514,0.62956069
-0.477635443,0.123489905,-0.477463514,0.370778727,-0.477348924,0.620233456
-0.477310717,0.123745682,-0.477291614,0.369781664,-0.477157921,0.634027361
-0.477234334,0.123705315,-0.477157921,0.368234376,-0.476966918,0.622255084
-0.477272511,0.124001045,-0.477081507,0.368624702,-0.476890504,0.628818767
-0.47721523,0.124112329,-0.476890504,0.37094499,-0.476928711,0.631416808
-0.477138817,0.124044702,-0.476795018,0.372020327,-0.476756811,0.621927607
-0.476986021,0.123971335,-0.476775914,0.370902436,-0.476584911,0.635646323
-0.476909608,0.123917572,-0.476814121,0.369177036,-0.476584911,0.624505812
-0.476852328,0.124225199,-0.476642221,0.369711234,-0.476470321,0.630307989
-0.476814121,0.12450607,-0.476584911,0.371757221,-0.476393908,0.633121628
-0.476451218,0.124642443,-0.476393908,0.372979857,-0.476298392,0.623928562
-0.476451218,0.124459128,-0.476279318,0.371765174,-0.476317495,0.6375063
-0.476355702,0.124345258,-0.476145595,0.370191518,-0.475992799,0.625795012
-0.476393908,0.124506095,-0.476088315,0.370751333,-0.475916386,0.632125903
-0.476145595,0.124453488,-0.476069212,0.373015925,-0.475763589,0.634954764
-0.476069212,0.124502516,-0.475916386,0.374124277,-0.475878209,0.625407866
-0.476031005,0.124470764,-0.475859106,0.372826046,-0.475668103,0.642053494
-0.475859106,0.124563655,-0.475744486,0.373356155,-0.475706309,0.629577696
-0.475878209,0.124541301,-0.475687206,0.373356333,-0.475266993,0.635615169
-0.475610793,0.126121981,-0.475496203,0.375467164,-0.475515306,0.638399716
-0.475572586,0.125924648,-0.475534379,0.376297944,-0.475228786,0.628652707
-0.475438893,0.125750822,-0.47536248,0.374781914,-0.4751333,0.642383323
-0.475343376,0.125791412,-0.475171477,0.373480372,-0.475056887,0.630958063
-0.475324303,0.125564709,-0.475095093,0.373929062,-0.47496137,0.637144579
-0.47524789,0.125616443,-0.4751333,0.376147936,-0.47496137,0.639860746
-0.475114197,0.125367118,-0.474923193,0.377247021,-0.47473219,0.630285721
-0.47490409,0.125550507,-0.474751294,0.375772181,-0.47473219,0.6441279
-0.474770367,0.125428794,-0.474713087,0.374275062,-0.474617571,0.632579941
-0.47473219,0.125704289,-0.474636674,0.375121761,-0.474502981,0.638678656
-0.474655777,0.125763433,-0.474445671,0.377004822,-0.474388361,0.641711663
-0.474636674,0.125705793,-0.474369287,0.378222077,-0.474235564,0.631906512
-0.474579364,0.125515776,-0.474369287,0.376828195,-0.474101871,0.645907778
-0.474464774,0.125587688,-0.474082768,0.375435808,-0.474120975,0.635800712
-0.474350184,0.125601572,-0.474159181,0.377187357,-0.473987252,0.641391769
-0.474216461,0.125680611,-0.474063665,0.379106748,-0.473987252,0.644169018
-0.474159181,0.126375678,-0.473891765,0.380008092,-0.473681659,0.634560181
-0.474006355,0.126392472,-0.473700762,0.3786244,-0.473528862,0.64813245
-0.473949075,0.126482144,-0.473643452,0.377138457,-0.473433346,0.636829834
-0.473681659,0.126294184,-0.473586172,0.377809035,-0.473547965,0.643017758
-0.473624349,0.126238834,-0.473586172,0.379890963,-0.473376065,0.645807507
-0.473662555,0.12632482,-0.473356962,0.380946508,-0.473376065,0.635890915
-0.473471552,0.125943094,-0.473261446,0.379227264,-0.473204166,0.649862571
-0.473414242,0.12612103,-0.473185062,0.377996462,-0.473089546,0.63831644
-0.473261446,0.126148898,-0.473108649,0.378672782,-0.473070443,0.644694107
-0.473185062,0.126176298,-0.473127753,0.38095988,-0.47287944,0.647473682
-0.473051339,0.126117452,-0.47287944,0.381653559,-0.472688437,0.637799006
-0.472955853,0.126318873,-0.472841233,0.380261908,-0.47265023,0.651643762
-0.473032236,0.126288295,-0.472688437,0.378865357,-0.47270754,0.640156491
-0.47287944,0.126234007,-0.47259295,0.379700283,-0.47242105,0.648870567
-0.472612053,0.126236557,-0.47265023,0.384092797,-0.47242105,0.650867579
-0.472612053,0.126187814,-0.47242105,0.384365318,-0.472344637,0.641111476
-0.472554743,0.127749803,-0.472230047,0.382991595,-0.472268224,0.655179989
-0.47242105,0.127425667,-0.472344637,0.381520193,-0.472115427,0.643063497
-0.472325534,0.12722647,-0.472000837,0.381975397,-0.472019941,0.649514783
-0.472153634,0.127087563,-0.471962631,0.38418902,-0.471905321,0.652242882
-0.472058147,0.127139676,-0.471867114,0.385097041,-0.471771628,0.642769205
-0.471905321,0.127225028,-0.471790731,0.383686384,-0.471637934,0.656303422
-0.471981734,0.127581819,-0.471771628,0.38204114,-0.471676111,0.6448481
-0.471752524,0.127266749,-0.471695215,0.382829831,-0.471427828,0.650933076
-0.471695215,0.127102521,-0.471485108,0.385098076,-0.471446931,0.653688318
-0.471523315,0.127099559,-0.471255928,0.385985494,-0.471236825,0.644028676
-0.471523315,0.127322542,-0.471255928,0.38437344,-0.471275032,0.657967695
-0.471427828,0.127490791,-0.471160412,0.383131247,-0.471084028,0.646439486
-0.471370518,0.127459956,-0.471179515,0.383967084,-0.470912099,0.652672184
-0.471217722,0.127364648,-0.470931202,0.38604109,-0.470778406,0.655520325
-0.471007615,0.12751265,-0.470854819,0.387092676,-0.470702022,0.646147297
-0.471007615,0.127714903,-0.470854819,0.385616362,-0.470625609,0.65995181
-0.470797509,0.127831456,-0.470587403,0.384398646,-0.470606506,0.648496163
-0.470854819,0.127801521,-0.470797509,0.385145548,-0.470682919,0.654295702
-0.470778406,0.127698169,-0.470587403,0.387360469,-0.470396399,0.657314767
-0.470511019,0.127755729,-0.470300913,0.388052416,-0.470300913,0.647712689
-0.470530093,0.127638367,-0.470205396,0.38636968,-0.470262706,0.66135049
-0.470396399,0.12756272,-0.470243603,0.38521274,-0.470014393,0.649793755
-0.47033909,0.12786688,-0.4700526,0.385935837,-0.470014393,0.655850157
-0.470129013,0.127864809,-0.470033497,0.388143147,-0.470014393,0.658842077
-0.470129013,0.127761113,-0.469746977,0.388726665,-0.469785184,0.649395006
-0.469976187,0.127772405,-0.469804287,0.387353063,-0.469727904,0.662999388
-0.469957083,0.127910259,-0.4697088,0.386084353,-0.46965149,0.651440685
-0.4698807,0.12781355,-0.469613284,0.386989786,-0.469498694,0.657960529
-0.469632387,0.127804546,-0.469632387,0.389163301,-0.469460487,0.66063981
-0.469670594,0.127672512,-0.469326794,0.389864148,-0.469364971,0.65365268
-0.469517797,0.127756684,-0.469193071,0.390680156,-0.469288588,0.666590143
-0.469441384,0.127845034,-0.469173968,0.388598616,-0.469021171,0.654829384
-0.469307691,0.129446262,-0.469040275,0.389549896,-0.468868375,0.661168343
-0.469212174,0.129075425,-0.468868375,0.391892929,-0.468868375,0.663267357
-0.469097584,0.128704547,-0.468734682,0.392232228,-0.468715578,0.654048209
-0.468944788,0.128776335,-0.468925685,0.390715885,-0.468715578,0.667850465
-0.468944788,0.128698114,-0.468753785,0.389440887,-0.468467265,0.656219845
-0.468772888,0.128770637,-0.468505472,0.390458766,-0.468543679,0.662097229
-0.468505472,0.128787078,-0.468524575,0.392470602,-0.468371779,0.664855495
-0.468562782,0.128925404,-0.468333572,0.392922627,-0.468352675,0.655576541
-0.468467265,0.128899448,-0.468238056,0.39114947,-0.468218952,0.669387326
-0.468429059,0.128976456,-0.468218952,0.390369887,-0.468008876,0.657622453
-0.468199879,0.128993083,-0.468123466,0.39112018,-0.467894256,0.663962856
-0.468142569,0.128909166,-0.467951566,0.393266918,-0.467836946,0.666623304
-0.468008876,0.128990571,-0.46774146,0.393801715,-0.46774146,0.657235689
-0.468085259,0.129066756,-0.467798769,0.392197792,-0.467665046,0.670748559
-0.467817873,0.129005559,-0.46762684,0.390965306,-0.467645943,0.659541026
-0.46774146,0.12908669,-0.467588663,0.392209514,-0.46739766,0.665682245
-0.46768415,0.129055239,-0.46745494,0.394440187,-0.46739766,0.668617088
-0.467550457,0.129122866,-0.467321247,0.394951332,-0.467302144,0.658712619
-0.467435837,0.129128074,-0.467244834,0.393363737,-0.467244834,0.67281292
-0.467378557,0.129190242,-0.46716845,0.392148766,-0.46716845,0.661212272
-0.46734035,0.129240146,-0.46716845,0.393160791,-0.466996551,0.667288332
-0.467130244,0.128844924,-0.466996551,0.395522169,-0.466920137,0.669832607
-0.467053831,0.128839466,-0.466786444,0.395825253,-0.466901034,0.660533186
-0.467034757,0.128929725,-0.466767341,0.394268052,-0.466729134,0.674362234
-0.467015654,0.128880086,-0.466748238,0.393051113,-0.466576338,0.662786956
-0.466824651,0.128870355,-0.466595441,0.394255681,-0.466538131,0.6690039
-0.466614544,0.128943879,-0.466423541,0.396442658,-0.466328025,0.67166087
-0.466538131,0.128864086,-0.466308922,0.396931452,-0.466385335,0.662212235
-0.466442645,0.128893353,-0.466270745,0.395176123,-0.466117918,0.675974696
-0.466461748,0.128898274,-0.466289818,0.394184175,-0.465907812,0.666926819
-0.466308922,0.12896815,-0.466156125,0.397309433,-0.465926915,0.672441943
-0.466270745,0.128917972,-0.465946019,0.398882876,-0.465812325,0.674751007
-0.466041535,0.130563864,-0.465850532,0.399226936,-0.465774119,0.665361776
-0.465984225,0.130204284,-0.465774119,0.397481844,-0.465640426,0.679112233
-0.465907812,0.130238753,-0.465716809,0.396292846,-0.465640426,0.667244965
-0.465774119,0.130407385,-0.465544909,0.397357894,-0.465430319,0.673686225
-0.465774119,0.130230509,-0.465487629,0.399602485,-0.465487629,0.676207874
-0.465544909,0.130253094,-0.46525842,0.399981421,-0.465277523,0.666573179
-0.465506732,0.130062577,-0.465182006,0.398247117,-0.465220213,0.680280113
-0.465449423,0.129997137,-0.465239316,0.39708646,-0.464933693,0.668871136
-0.465239316,0.130056718,-0.465067416,0.398154289,-0.464895517,0.674988953
-0.465162903,0.130134114,-0.464819103,0.400495486,-0.46491462,0.677617037
-0.46502921,0.130101313,-0.46491462,0.40070519,-0.464780897,0.668084066
-0.464933693,0.13011178,-0.464838207,0.399216224,-0.464666307,0.681926932
-0.464933693,0.130128705,-0.464608997,0.398317549,-0.4646281,0.670389665
-0.464723617,0.130529285,-0.4646281,0.399427478,-0.464475304,0.676807825
-0.464704514,0.13060437,-0.464494407,0.401788932,-0.464494407,0.67936636
-0.464532614,0.13051271,-0.464341611,0.401980919,-0.464284301,0.669817049
-0.464437097,0.130512835,-0.464379787,0.400302944,-0.464341611,0.683905573
-0.464475304,0.130588246,-0.464226991,0.399398939,-0.464169681,0.671979334
-0.464360684,0.13074712,-0.464093298,0.400402996,-0.464112401,0.678225967
-0.464265198,0.131054729,-0.463921398,0.402894049,-0.463921398,0.680897397
-0.464016885,0.131101295,-0.463768601,0.403326987,-0.463711292,0.671368637
-0.463902295,0.131099035,-0.463749498,0.401327235,-0.463711292,0.685032994
-0.463883191,0.130682402,-0.463768601,0.400222455,-0.463558495,0.673412576
-0.463711292,0.131084783,-0.463424772,0.401594579,-0.463462979,0.679830049
-0.463673085,0.131434599,-0.463482082,0.40354396,-0.463348389,0.682589017
-0.463615775,0.13142764,-0.463386595,0.403922583,-0.463233769,0.672932576
